latitude,longitude,elevation
46.404148,14.00131,682.7
46.404233,14.001201,682.2
46.404319,14.001093,682.4
46.404405,14.000986,682.6
46.404491,14.000881,682.8
46.404576,14.000776,683.0
46.404663,14.000672,684.7
46.404749,14.000567,686.1
46.404792,14.000515,686.7
46.40492,14.00036,687.8
46.405003,14.000256,688.2
46.405088,14.00016,688.5
46.40513,14.000111,688.6
46.405247,13.999966,688.6
46.405282,13.999916,688.5
46.405434,13.999714,687.8
46.405533,13.999629,687.5
46.405776,13.99945,686.8
46.40589,13.999398,686.7
46.405934,13.999368,686.5
46.406122,13.999254,685.6
46.406196,13.999207,685.0
46.406398,13.999035,683.5
46.406545,13.998919,682.7
46.406696,13.998814,682.0
46.406857,13.998705,682.0
46.407041,13.998582,683.1
46.407225,13.998461,682.6
46.407415,13.998338,681.7
46.407599,13.998216,681.0
46.407687,13.998154,680.7
46.407775,13.998093,680.5
46.407861,13.998033,680.2
46.407945,13.997973,680.3
46.40811,13.997858,681.2
46.408189,13.997802,681.7
46.408265,13.997747,682.2
46.408411,13.997641,683.1
46.408559,13.997542,684.0
46.40869,13.997437,684.7
46.408813,13.99731,685.3
46.408873,13.997239,685.5
46.409026,13.996977,685.4
46.409115,13.996786,685.2
46.409161,13.996693,685.0
46.409345,13.996465,684.9
46.409493,13.996358,685.0
46.409571,13.996316,685.1
46.409795,13.996227,683.6
46.409936,13.996175,682.9
46.410076,13.996122,682.0
46.410221,13.996066,681.0
46.410357,13.996012,679.9
46.410493,13.995956,679.7
46.410631,13.9959,680.4
46.410755,13.995844,680.9
46.410872,13.995772,681.3
46.410975,13.995689,681.4
46.411114,13.995531,681.3
46.411202,13.995423,681.0
46.411294,13.995304,681.7
46.411343,13.995231,682.2
46.411512,13.995012,683.4
46.411627,13.994874,684.1
46.411739,13.994744,684.7
46.41179,13.994682,684.9
46.411966,13.994515,686.2
46.412093,13.994402,687.6
46.412224,13.994299,689.0
46.412351,13.994212,690.0
46.412469,13.994126,690.7
46.412587,13.994042,691.3
46.412708,13.993957,691.6
46.412821,13.993873,691.7
46.412946,13.993768,691.9
46.413072,13.993644,693.1
46.413185,13.993496,694.4
46.413372,13.993296,696.0
46.413478,13.993147,697.1
46.413636,13.99292,698.4
46.41368,13.992849,699.5
46.413799,13.992643,702.2
46.413885,13.992512,703.5
46.413923,13.992449,704.1
46.414068,13.992289,704.7
46.41412,13.992242,704.7
46.414246,13.992104,704.6
46.414358,13.991989,705.1
46.4145,13.991846,705.2
46.414571,13.991753,705.4
46.414642,13.991653,706.3
46.414706,13.991531,707.6
46.414724,13.991462,708.5
46.414839,13.991288,710.0
46.414925,13.991171,711.8
46.415029,13.991069,713.5
46.415134,13.990977,714.8
46.415254,13.990887,715.9
46.415376,13.990801,716.8
46.41549,13.990735,717.2
46.415555,13.990701,717.3
46.415742,13.990592,717.9
46.415857,13.990515,718.4
46.415979,13.990436,718.8
46.416107,13.990356,721.4
46.416255,13.990278,724.4
46.416392,13.990201,725.1
46.416516,13.990117,725.8
46.416665,13.990019,725.5
46.416801,13.989897,725.4
46.416927,13.989754,725.3
46.417042,13.9896,724.7
46.417142,13.98944,727.8
46.417221,13.989273,731.7
46.41729,13.989104,734.9
46.41739,13.988849,737.6
46.41743,13.988767,737.3
46.417507,13.988504,740.2
46.417528,13.988416,741.3
46.417553,13.988144,747.9
46.417581,13.987979,750.5
46.417616,13.98772,752.4
46.417668,13.98754,750.4
46.417723,13.987355,748.0
46.417752,13.98717,748.3
46.417766,13.986999,750.0
46.41781,13.986752,750.1
46.417858,13.986499,749.8
46.417863,13.986318,752.6
46.417886,13.986116,753.2
46.417949,13.985855,751.5
46.418003,13.985657,750.5
46.41806,13.985488,748.7
46.418101,13.98531,747.6
46.418145,13.985041,746.7
46.418156,13.984949,746.7
46.418166,13.984628,748.8
46.418248,13.984361,744.6
46.418292,13.984278,742.2
46.418412,13.98404,736.3
46.418492,13.983877,732.8
46.418552,13.983604,731.6
46.418566,13.983424,732.3
46.418572,13.98325,733.4
46.418586,13.983092,734.0
46.418603,13.982937,734.5
46.41861,13.982851,735.2
46.418663,13.982588,736.0
46.418758,13.98235,735.2
46.418789,13.982273,734.9
46.418875,13.98205,734.2
46.418906,13.981895,734.1
46.418941,13.981642,734.7
46.418974,13.98157,733.8
46.419062,13.981367,731.6
46.41912,13.981201,730.3
46.419171,13.981032,729.4
46.419217,13.980863,728.8
46.419276,13.980604,728.7
46.419283,13.980514,729.3
46.419314,13.980248,730.7
46.419341,13.980029,732.1
46.419362,13.979845,733.2
46.419404,13.979579,734.6
46.419429,13.979399,735.5
46.419468,13.979222,736.0
46.419547,13.979064,735.1
46.419676,13.978843,732.5
46.419764,13.978711,730.6
46.419856,13.978582,729.3
46.419959,13.978439,727.6
46.420102,13.978253,724.7
46.420252,13.978058,721.3
46.420454,13.977935,715.2
46.420519,13.977727,717.3
46.420669,13.977554,716.7
46.420759,13.977441,716.0
46.420861,13.977239,715.3
46.420906,13.977132,714.9
46.420919,13.977098,714.8
46.42098,13.977059,713.4
46.420939,13.977,715.4
46.420888,13.977041,716.4
46.420859,13.977079,716.8
46.420793,13.977138,718.2
46.420747,13.977092,720.0
46.420753,13.977028,720.8
46.420763,13.976911,722.2
46.420792,13.976829,722.5
46.420807,13.976739,723.4
46.420817,13.976645,724.4
46.420851,13.976551,724.5
46.420866,13.976453,725.4
46.420888,13.976357,725.9
46.420916,13.976265,726.0
46.42094,13.97617,726.4
46.42095,13.976084,727.2
46.420989,13.975996,726.9
46.421003,13.975905,727.7
46.421038,13.975825,727.6
46.421067,13.975747,727.8
46.421093,13.97567,728.0
46.421119,13.975607,728.1
46.421132,13.975529,728.9
46.421149,13.975447,729.7
46.42116,13.975372,731.0
46.421167,13.975303,732.6
46.421176,13.975228,734.3
46.421182,13.975156,736.0
46.421182,13.975082,737.9
46.421187,13.975007,739.8
46.421207,13.974936,741.2
46.421222,13.974885,742.3
46.421228,13.974863,742.7
46.421284,13.974808,743.4
46.421352,13.974782,743.2
46.421424,13.974763,742.8
46.421489,13.974747,742.4
46.421555,13.974704,742.9
46.421616,13.974642,743.9
46.421651,13.974588,745.1
46.421671,13.974542,746.2
46.421695,13.974505,747.0
46.421714,13.97447,747.8
46.421725,13.974463,747.8
46.421726,13.974427,748.9
46.421729,13.974418,749.1
46.42173,13.974418,749.1
46.42173,13.974419,749.1
46.421731,13.97442,749.0
46.42173,13.974419,749.1
46.421731,13.974418,749.1
46.421758,13.974365,750.4
46.421788,13.974294,752.1
46.421825,13.974225,753.7
46.421865,13.974161,755.2
46.421906,13.97411,756.2
46.421947,13.974059,757.3
46.421987,13.97402,758.0
46.422023,13.973971,759.0
46.422065,13.973938,759.6
46.422104,13.973899,760.0
46.422139,13.97386,760.4
46.422171,13.973816,760.9
46.422208,13.973766,761.4
46.422241,13.97371,761.7
46.422272,13.973648,762.0
46.422295,13.973583,762.5
46.42231,13.973519,763.2
46.422324,13.973445,764.2
46.422327,13.973419,764.5
46.42233,13.973326,766.1
46.42233,13.973279,766.9
46.422318,13.973183,768.8
46.422311,13.973115,770.1
46.422303,13.973045,771.5
46.422294,13.972973,773.0
46.422294,13.972904,774.2
46.422294,13.972835,775.7
46.422296,13.972773,777.0
46.422295,13.972711,778.3
46.422292,13.972647,779.7
46.422301,13.972583,780.9
46.422305,13.972514,782.2
46.422311,13.972445,783.6
46.42232,13.972374,784.9
46.422328,13.972298,786.3
46.42234,13.972223,787.6
46.422354,13.97215,788.8
46.422375,13.972082,789.7
46.422403,13.972019,791.0
46.422435,13.971958,792.2
46.422473,13.971908,793.1
46.422511,13.971866,793.7
46.422554,13.97184,793.7
46.422602,13.971822,793.4
46.422626,13.971799,793.8
46.422636,13.971717,796.7
46.422598,13.97167,799.0
46.42256,13.971668,799.7
46.422505,13.971686,800.0
46.422457,13.971718,799.7
46.422407,13.971729,800.3
46.42236,13.97173,801.0
46.422312,13.97173,801.9
46.422261,13.971737,802.6
46.422209,13.971757,802.9
46.42216,13.971788,803.0
46.422115,13.971821,803.0
46.422071,13.971854,802.9
46.422028,13.971886,802.6
46.421985,13.971921,802.3
46.421945,13.971965,801.7
46.421902,13.971997,801.5
46.421862,13.972033,801.1
46.42182,13.972071,800.8
46.421775,13.972106,800.6
46.421731,13.972146,800.4
46.421693,13.972185,800.1
46.421655,13.972214,800.0
46.421613,13.972237,800.1
46.421565,13.972261,800.3
46.421508,13.972293,800.4
46.421462,13.97231,800.7
46.421409,13.97232,801.2
46.421358,13.972319,802.0
46.421307,13.972319,802.7
46.421252,13.972312,803.6
46.421203,13.972285,804.7
46.421162,13.972254,805.8
46.421127,13.972227,806.7
46.421091,13.972186,807.9
46.421057,13.972142,809.2
46.421023,13.972091,810.6
46.420984,13.972034,812.2
46.420957,13.971981,813.7
46.420926,13.971923,815.3
46.420897,13.971865,816.9
46.42087,13.971811,818.4
46.420839,13.971758,820.0
46.420808,13.971708,821.4
46.420777,13.97166,822.9
46.420744,13.971617,824.3
46.420703,13.971572,825.8
46.420657,13.971531,827.3
46.420617,13.971502,828.5
46.42057,13.971471,829.9
46.420518,13.971449,831.1
46.420473,13.971423,832.3
46.420435,13.971399,833.3
46.420431,13.971399,833.4
46.420405,13.971366,834.8
46.4204,13.971362,835.1
46.420376,13.971364,836.0
46.420381,13.971385,835.3
46.42038,13.971435,834.3
46.420333,13.971494,834.8
46.420304,13.971524,835.3
46.420245,13.971605,835.9
46.420186,13.971646,837.4
46.420081,13.971604,842.6
46.420069,13.971504,845.2
46.420078,13.971441,846.2
46.420095,13.971325,848.1
46.420128,13.971255,848.3
46.420153,13.97118,849.2
46.420187,13.971112,849.5
46.420239,13.971051,848.9
46.4203,13.970992,847.8
46.420366,13.970933,846.4
46.420409,13.970877,845.8
46.420429,13.970823,846.5
46.420417,13.970769,848.0
46.420415,13.970718,849.2
46.420422,13.970687,849.7
46.420408,13.970618,851.8
46.420397,13.970573,853.3
46.42038,13.970539,854.9
46.420393,13.970516,854.8
46.420419,13.97045,855.2
46.420443,13.970403,855.9
46.420463,13.970356,857.0
46.420483,13.970312,858.1
46.420513,13.970264,859.0
46.420545,13.970209,860.2
46.420581,13.970161,861.1
46.420625,13.970124,861.5
46.420666,13.970089,861.9
46.420713,13.970066,861.8
46.420757,13.970058,861.2
46.420799,13.970048,860.8
46.420843,13.970043,860.1
46.420882,13.970049,859.2
46.42093,13.970047,858.3
46.420975,13.970049,857.4
46.421025,13.970052,856.4
46.421074,13.97005,855.5
46.421124,13.970042,854.9
46.421177,13.97001,855.0
46.421189,13.969991,855.5
46.421164,13.969899,859.2
46.421115,13.969886,860.5
46.421038,13.969904,861.3
46.420992,13.969894,862.5
46.42096,13.969876,863.7
46.420928,13.969825,866.0
46.42089,13.969724,870.2
46.420864,13.969668,872.6
46.420835,13.969614,874.9
46.420804,13.969563,877.4
46.420769,13.969518,880.0
46.420723,13.969489,882.0
46.420673,13.969456,884.3
46.420644,13.969458,884.6
46.420587,13.969434,886.6
46.420551,13.969416,887.9
46.420505,13.969406,889.1
46.420455,13.969424,889.1
46.42041,13.969436,889.4
46.420354,13.969472,889.8
46.420301,13.969488,891.0
46.420243,13.969494,892.7
46.420203,13.969497,894.0
46.420146,13.969516,895.2
46.420111,13.969553,894.9
46.420048,13.96961,895.1
46.419983,13.969654,896.2
46.419916,13.969674,898.1
46.41989,13.969701,898.4
46.41984,13.969736,899.4
46.419807,13.969765,899.9
46.419756,13.969812,900.8
46.419705,13.969855,901.7
46.419657,13.969898,902.7
46.419618,13.969935,903.4
46.419575,13.969986,904.0
46.419549,13.970012,904.0
46.419498,13.970057,904.2
46.419472,13.970095,903.9
46.419466,13.97013,903.3
46.419404,13.970177,903.6
46.419355,13.970208,903.9
46.419326,13.970267,903.2
46.419294,13.97031,902.9
46.419238,13.970376,902.5
46.419221,13.97039,902.6
46.419159,13.970437,902.7
46.419144,13.970447,902.8
46.419107,13.97049,902.5
46.419067,13.970521,902.7
46.419027,13.970549,903.0
46.418992,13.970564,903.4
46.418947,13.970607,903.6
46.418896,13.97062,904.5
46.418829,13.97063,905.9
46.418781,13.970624,907.1
46.418723,13.970616,908.1
46.418656,13.970604,909.0
46.418608,13.970616,909.3
46.418545,13.970626,909.7
46.418509,13.970653,909.6
46.418444,13.970699,909.5
46.418419,13.970741,909.1
46.418383,13.970783,908.8
46.418341,13.970811,908.8
46.418286,13.970811,909.3
46.418227,13.970791,910.2
46.418172,13.970768,911.1
46.418125,13.970764,911.6
46.41808,13.970786,911.7
46.41802,13.970832,911.5
46.417975,13.970872,911.3
46.417931,13.970929,910.9
46.417891,13.970967,911.2
46.417864,13.970988,911.6
46.417801,13.970997,913.3
46.417732,13.970935,916.1
46.417687,13.970885,918.0
46.417647,13.970831,919.6
46.417617,13.970764,921.1
46.4176,13.970689,922.3
46.417579,13.97058,923.9
46.417555,13.970511,925.1
46.417542,13.970486,925.6
46.417518,13.970383,927.0
46.417498,13.9703,928.2
46.417486,13.970223,929.2
46.417488,13.97015,929.9
46.417505,13.970039,930.8
46.417516,13.970017,930.9
46.417559,13.969928,931.5
46.417583,13.969872,931.9
46.41762,13.969823,932.3
46.417662,13.969797,932.4
46.417692,13.969767,932.6
46.417737,13.969723,933.1
46.417766,13.969708,933.2
46.417813,13.969669,933.7
46.417848,13.969622,934.4
46.417882,13.969558,935.7
46.417925,13.96949,937.3
46.417953,13.969439,938.5
46.417997,13.969386,939.7
46.418035,13.969332,941.0
46.41807,13.969279,942.3
46.418115,13.969255,942.7
46.418144,13.969224,943.5
46.418159,13.969206,943.9
46.418243,13.969125,945.8
46.418296,13.969071,947.1
46.418334,13.969035,948.0
46.418365,13.969001,948.8
46.418377,13.968984,949.2
46.418431,13.968915,951.0
46.418503,13.968833,953.1
46.41855,13.968787,954.2
46.418589,13.968771,954.6
46.418635,13.968723,955.6
46.418677,13.968705,955.9
46.418736,13.968678,956.3
46.418802,13.968637,956.4
46.418849,13.968607,956.4
46.418904,13.968573,956.4
46.418959,13.968534,956.6
46.418994,13.968503,956.8
46.419017,13.96846,957.5
46.419056,13.968413,958.1
46.419095,13.968358,958.9
46.419124,13.968301,959.8
46.419154,13.96824,960.9
46.419168,13.968174,962.3
46.41917,13.968149,962.8
46.419178,13.968066,964.6
46.419153,13.968002,966.2
46.419109,13.967958,967.4
46.419078,13.967944,967.8
46.419034,13.967937,968.2
46.418997,13.967935,968.4
46.418985,13.967934,968.5
46.418935,13.967938,968.7
46.418874,13.967928,969.2
46.418801,13.967917,969.7
46.418726,13.967907,970.3
46.418691,13.967907,970.4
46.418637,13.967901,970.7
46.41859,13.967897,970.9
46.418541,13.967887,971.3
46.418484,13.967868,971.9
46.418444,13.967857,972.3
46.41843,13.967854,972.4
46.418364,13.967848,972.7
46.418296,13.967819,973.7
46.418234,13.967796,974.4
46.41818,13.967758,975.6
46.418151,13.967741,976.1
46.418088,13.967681,977.8
46.418043,13.967637,979.1
46.417999,13.9676,980.2
46.417963,13.967565,981.2
46.41791,13.967506,982.8
46.417873,13.967455,984.2
46.417843,13.967422,985.0
46.417797,13.967385,986.0
46.417779,13.967357,986.8
46.417725,13.967285,988.7
46.41767,13.967249,989.7
46.417613,13.967209,990.9
46.417596,13.967199,991.2
46.417541,13.967181,991.7
46.417512,13.967169,992.1
46.417452,13.967161,992.4
46.417421,13.96717,992.1
46.417365,13.967179,991.9
46.417289,13.967187,991.7
46.417245,13.96718,992.0
46.417199,13.967173,992.2
46.417106,13.967163,992.6
46.417051,13.967162,992.4
46.417019,13.967145,992.6
46.416948,13.967114,993.0
46.416908,13.967076,993.7
46.416871,13.967033,994.4
46.4168,13.967007,994.3
46.41673,13.966961,994.6
46.416663,13.96693,994.6
46.416623,13.966915,994.5
46.416579,13.96689,994.5
46.416564,13.966881,994.5
46.41648,13.96683,994.6
46.416428,13.96678,994.8
46.416394,13.966737,995.2
46.416359,13.966688,995.6
46.416333,13.966637,996.1
46.416284,13.966579,996.4
46.416239,13.966513,997.1
46.416197,13.966464,998.4
46.416157,13.966414,999.7
46.416112,13.966361,1001.1
46.416087,13.966293,1002.4
46.416059,13.966236,1003.5
46.416041,13.966182,1004.7
46.416033,13.966121,1005.9
46.416023,13.966064,1007.0
46.416003,13.966003,1008.2
46.415981,13.965958,1009.1
46.415974,13.965896,1010.1
46.415963,13.965832,1011.2
46.415953,13.9658,1011.8
46.415951,13.965704,1013.3
46.415914,13.965648,1014.2
46.4159,13.965594,1015.1
46.415896,13.965515,1016.3
46.415852,13.965476,1016.7
46.415827,13.965395,1017.8
46.415788,13.965324,1018.6
46.415765,13.965282,1019.1
46.41576,13.965276,1019.1
46.415737,13.965153,1020.6
46.415734,13.9651,1021.2
46.41569,13.965018,1021.9
46.415674,13.964927,1022.9
46.415656,13.964844,1023.6
46.41564,13.964781,1024.2
46.41561,13.964728,1024.4
46.415578,13.964656,1024.7
46.415532,13.964579,1024.9
46.415501,13.964512,1025.4
46.41548,13.96447,1025.6
46.415457,13.964428,1025.8
46.415447,13.964382,1026.2
46.415427,13.96437,1026.0
46.415417,13.964361,1025.9
46.415388,13.964318,1027.4
46.415379,13.964309,1027.8
46.415365,13.964259,1028.9
46.41536,13.964241,1029.3
46.415327,13.964161,1031.1
46.415298,13.964114,1032.5
46.415261,13.964062,1033.9
46.415225,13.96401,1035.3
46.415197,13.963957,1036.4
46.4152,13.9639,1036.8
46.415203,13.963862,1037.0
46.415201,13.963849,1037.1
46.415135,13.963755,1039.0
46.415103,13.963692,1040.7
46.415075,13.963629,1042.2
46.415061,13.963568,1043.4
46.415041,13.963516,1044.6
46.414995,13.963441,1046.4
46.414977,13.963408,1047.1
46.414972,13.963367,1047.8
46.414941,13.963344,1048.5
46.414878,13.963309,1049.6
46.414844,13.963279,1050.4
46.414837,13.963251,1050.8
46.414812,13.963166,1052.1
46.414779,13.963103,1053.1
46.414748,13.963027,1054.2
46.414712,13.962936,1055.3
46.414687,13.962886,1055.8
46.414682,13.962838,1056.1
46.41467,13.962791,1056.4
46.414657,13.962757,1056.5
46.414628,13.962695,1056.7
46.414614,13.96264,1056.9
46.414582,13.962573,1056.9
46.414554,13.96252,1058.9
46.414528,13.962474,1060.7
46.414506,13.962429,1062.2
46.414501,13.962406,1062.5
46.41445,13.962338,1065.8
46.414412,13.962291,1068.2
46.414373,13.962238,1070.6
46.414332,13.962198,1073.0
46.414305,13.962175,1074.6
46.414262,13.962109,1077.0
46.414219,13.962076,1079.5
46.414202,13.962066,1080.6
46.414157,13.962008,1083.7
46.414109,13.961962,1086.8
46.414081,13.961907,1088.7
46.414068,13.961812,1090.0
46.414067,13.961787,1090.2
46.414096,13.961702,1089.3
46.414109,13.961662,1089.0
46.414135,13.961626,1088.1
46.414167,13.961627,1086.6
46.414183,13.96165,1085.6
46.414205,13.961684,1084.3
46.414255,13.96171,1081.6
46.414296,13.961713,1079.5
46.414315,13.961715,1078.6
46.41439,13.961668,1075.6
46.414471,13.961611,1072.8
46.414504,13.961555,1072.3
46.414514,13.961539,1072.1
46.414509,13.961489,1073.3
46.414485,13.961449,1075.0
46.414472,13.961434,1075.8
46.41442,13.961417,1078.2
46.414396,13.9614,1079.5
46.414379,13.961389,1080.3
46.41437,13.961359,1081.1
46.414312,13.961302,1084.1
46.414268,13.961274,1086.1
46.414235,13.961264,1087.4
46.414143,13.961248,1090.9
46.4141,13.961213,1092.7
46.414072,13.961172,1093.9
46.414027,13.961131,1095.7
46.413997,13.961098,1096.8
46.413939,13.961029,1098.9
46.413887,13.960983,1100.5
46.413847,13.96094,1101.6
46.413809,13.9609,1102.6
46.413766,13.960843,1103.6
46.413718,13.9608,1106.3
46.413676,13.960735,1109.1
46.413643,13.960665,1111.2
46.413617,13.960605,1112.7
46.4136,13.960543,1113.6
46.41359,13.96047,1113.8
46.413592,13.960382,1113.1
46.41359,13.960361,1113.0
46.413582,13.960274,1112.6
46.413579,13.960215,1112.2
46.413574,13.960169,1112.0
46.413574,13.960114,1111.4
46.413595,13.96003,1109.4
46.4136,13.959973,1108.5
46.413571,13.959831,1108.6
46.413522,13.95976,1110.2
46.41349,13.959668,1110.6
46.413427,13.959529,1112.4
46.413416,13.959405,1112.9
46.413436,13.959294,1112.3
46.413493,13.959246,1110.6
46.413556,13.959249,1108.7
46.413606,13.959274,1107.0
46.413645,13.959303,1105.5
46.413702,13.959375,1102.7
46.413719,13.959392,1101.9
46.413785,13.959456,1101.0
46.413821,13.959481,1101.8
46.41388,13.959561,1102.3
46.413894,13.959596,1102.3
46.413907,13.959606,1102.7
46.413919,13.959614,1103.0
46.413924,13.959621,1103.1
46.413942,13.959649,1103.5
46.413967,13.95967,1104.1
46.413997,13.959671,1104.8
46.414031,13.959684,1105.6
46.414055,13.959705,1106.0
46.414077,13.959723,1106.3
46.414106,13.959751,1106.7
46.414134,13.959803,1106.6
46.414192,13.959832,1107.2
46.414234,13.959875,1107.2
46.414297,13.959893,1107.7
46.414343,13.959907,1108.1
46.414392,13.95992,1108.4
46.414441,13.959922,1109.0
46.414471,13.959939,1108.8
46.414501,13.959978,1108.0
46.414525,13.960039,1106.2
46.41455,13.960062,1105.6
46.414584,13.960111,1104.0
46.414629,13.960113,1105.8
46.414661,13.960163,1105.2
46.414692,13.960209,1104.7
46.414728,13.960235,1105.1
46.414756,13.960312,1103.1
46.414806,13.960353,1103.3
46.414832,13.960425,1101.5
46.414872,13.96043,1102.7
46.4149,13.960501,1101.9
46.414939,13.960508,1103.1
46.41498,13.960536,1103.7
46.414992,13.960542,1104.0
46.415039,13.960552,1105.3
46.415078,13.960566,1106.2
46.415112,13.960588,1106.8
46.415146,13.960614,1107.2
46.415179,13.96064,1107.6
46.41521,13.960688,1107.2
46.415241,13.96072,1107.3
46.415272,13.960758,1107.2
46.415305,13.96078,1107.6
46.415335,13.960805,1107.8
46.415366,13.960884,1106.5
46.415395,13.960926,1106.1
46.415429,13.960954,1106.4
46.415468,13.960978,1107.3
46.41551,13.961002,1108.4
46.415562,13.961012,1110.4
46.415642,13.961014,1113.7
46.415736,13.961036,1117.2
46.415794,13.961075,1118.7
46.415837,13.961137,1119.0
46.415892,13.961218,1119.5
46.415948,13.961307,1120.2
46.415996,13.961408,1120.5
46.416034,13.96153,1119.9
46.416079,13.961634,1120.1
46.416135,13.961717,1121.2
46.416195,13.961776,1122.9
46.416264,13.961836,1124.8
46.416339,13.961912,1125.3
46.416454,13.962025,1126.2
46.416514,13.962092,1126.4
46.416577,13.962149,1126.3
46.416645,13.962179,1127.3
46.416671,13.962179,1128.0
46.416727,13.962103,1131.5
46.416733,13.962048,1132.8
46.416736,13.96202,1133.4
46.416721,13.961965,1134.1
46.416669,13.961888,1134.2
46.416629,13.961831,1134.2
46.416591,13.961769,1134.4
46.416553,13.96172,1134.3
46.416521,13.961688,1134.1
46.416481,13.961655,1133.7
46.41646,13.961618,1133.8
46.416431,13.961579,1133.8
46.416401,13.961529,1133.9
46.41637,13.96148,1134.0
46.416353,13.961453,1134.0
46.416332,13.961368,1135.0
46.416318,13.961315,1135.6
46.41629,13.961263,1135.8
46.416271,13.961212,1136.3
46.416265,13.961164,1137.1
46.416242,13.961099,1137.7
46.416227,13.961044,1138.2
46.416205,13.960982,1138.6
46.416197,13.960933,1139.2
46.41619,13.96092,1139.2
46.41617,13.960832,1140.3
46.416145,13.960766,1140.7
46.416125,13.960718,1140.9
46.416101,13.960661,1141.2
46.41608,13.960606,1141.6
46.416056,13.960555,1141.9
46.416048,13.960539,1141.9
46.416024,13.960479,1142.4
46.415998,13.960412,1143.1
46.415968,13.960353,1144.1
46.415946,13.960305,1145.1
46.415923,13.960259,1146.0
46.415895,13.960211,1147.0
46.415874,13.960161,1148.3
46.415854,13.960114,1149.5
46.415824,13.960038,1151.8
46.415806,13.959986,1153.4
46.415783,13.959937,1154.9
46.41575,13.959885,1156.5
46.415722,13.959835,1158.1
46.41569,13.959795,1159.3
46.41566,13.959752,1160.7
46.415634,13.959709,1162.3
46.415605,13.959668,1163.8
46.415576,13.959643,1164.7
46.415547,13.959605,1166.2
46.415527,13.959587,1166.9
46.415495,13.959522,1168.6
46.41547,13.959484,1169.4
46.415445,13.959443,1170.3
46.415418,13.9594,1171.3
46.415411,13.959384,1171.5
46.415371,13.959329,1171.2
46.415343,13.959285,1171.1
46.415314,13.959239,1171.2
46.415289,13.9592,1171.2
46.415265,13.959153,1171.6
46.415239,13.959103,1172.0
46.415209,13.95906,1172.1
46.415189,13.959012,1172.8
46.415165,13.958965,1173.3
46.415141,13.958911,1174.1
46.415123,13.958866,1174.8
46.415098,13.958815,1175.6
46.415067,13.958762,1176.2
46.41504,13.958712,1176.8
46.415008,13.958669,1176.9
46.415003,13.958653,1177.3
46.414972,13.958602,1177.7
46.414934,13.958555,1177.6
46.414901,13.958513,1177.6
46.414865,13.958466,1177.6
46.41483,13.958398,1178.2
46.414811,13.958323,1179.6
46.414816,13.958252,1182.0
46.414827,13.958194,1184.3
46.414826,13.958133,1186.1
46.414824,13.958095,1187.1
46.414821,13.958044,1188.5
46.414795,13.957974,1189.4
46.414779,13.957897,1190.8
46.414755,13.957843,1190.9
46.414727,13.957784,1191.0
46.414703,13.957719,1191.4
46.41466,13.957627,1191.8
46.414627,13.957586,1191.5
46.41461,13.957527,1192.3
46.41457,13.957427,1193.4
46.414525,13.957355,1193.7
46.414485,13.957267,1194.7
46.41444,13.957197,1195.3
46.414402,13.957105,1196.9
46.414354,13.957016,1198.2
46.414315,13.956921,1200.0
46.414279,13.956824,1202.0
46.414235,13.956728,1203.6
46.414195,13.956648,1204.9
46.414147,13.956564,1206.1
46.414135,13.956544,1206.4
46.414076,13.956449,1207.6
46.414031,13.956378,1208.4
46.413981,13.956304,1209.2
46.413912,13.956224,1209.3
46.413853,13.956168,1208.5
46.413803,13.956133,1207.5
46.413757,13.956105,1206.6
46.413708,13.956074,1207.0
46.413652,13.956036,1207.7
46.4136,13.955989,1208.6
46.413574,13.955949,1209.3
46.413533,13.955896,1210.3
46.413484,13.955821,1211.7
46.413444,13.955743,1213.1
46.413398,13.955666,1214.5
46.413336,13.955588,1216.0
46.413292,13.955515,1217.4
46.413252,13.955449,1218.6
46.413209,13.955383,1219.7
46.413166,13.955316,1220.5
46.413139,13.955254,1221.2
46.413094,13.955194,1221.8
46.413057,13.955142,1222.4
46.413018,13.955086,1222.9
46.412981,13.955029,1223.4
46.412944,13.95497,1223.8
46.412929,13.954951,1223.9
46.412863,13.954887,1225.0
46.41284,13.954859,1225.4
46.412792,13.954796,1226.4
46.412761,13.954729,1227.2
46.41273,13.954658,1228.0
46.412704,13.954598,1228.7
46.412679,13.954534,1229.6
46.412655,13.954472,1230.4
46.412628,13.954412,1231.2
46.412594,13.954349,1232.1
46.41258,13.954285,1232.7
46.412533,13.954218,1233.5
46.412485,13.954161,1234.1
46.412439,13.954106,1234.5
46.412401,13.95405,1234.9
46.412358,13.953996,1235.2
46.412318,13.953946,1235.4
46.41227,13.95392,1235.4
46.412231,13.95389,1235.4
46.412201,13.953843,1235.4
46.412175,13.953795,1235.4
46.41216,13.953732,1235.8
46.412146,13.953621,1238.1
46.412112,13.953543,1239.5
46.412073,13.95345,1241.3
46.411999,13.953383,1244.1
46.411946,13.953354,1245.6
46.411902,13.953335,1246.7
46.411861,13.95331,1247.8
46.411813,13.953267,1249.3
46.41177,13.953238,1250.3
46.411707,13.953206,1251.6
46.411656,13.953205,1252.4
46.411598,13.95321,1253.2
46.411548,13.953233,1253.8
46.41151,13.953251,1254.3
46.411437,13.953294,1255.3
46.411387,13.953337,1256.0
46.411366,13.953406,1256.3
46.411357,13.953498,1256.3
46.411349,13.953585,1256.4
46.411332,13.953666,1256.7
46.411305,13.953737,1257.4
46.411271,13.953799,1257.9
46.411239,13.953855,1258.2
