latitude,longitude,elevation
46.381923,14.083881,551.5
46.381923,14.083765,551.8
46.381922,14.083645,551.9
46.381924,14.083583,552.0
46.381951,14.083405,552.4
46.381981,14.083292,552.7
46.382021,14.083182,553.2
46.382063,14.083073,553.6
46.382107,14.082959,554.1
46.382152,14.082841,554.7
46.382196,14.082721,555.4
46.382218,14.082663,555.7
46.382298,14.082493,556.7
46.38236,14.082385,557.3
46.382434,14.082279,557.9
46.382518,14.082182,558.4
46.382604,14.0821,558.9
46.382691,14.082025,559.4
46.382779,14.081951,560.1
46.382821,14.081913,560.4
46.382932,14.081768,561.6
46.382979,14.081643,562.5
46.383006,14.081504,563.3
46.38301,14.081431,563.7
46.382981,14.081151,565.1
46.382949,14.081029,565.7
46.382917,14.080912,566.4
46.382885,14.080803,567.1
46.382854,14.080691,567.7
46.382785,14.080541,568.5
46.382704,14.080481,568.5
46.382606,14.080456,568.2
46.3824,14.080407,567.6
46.382305,14.080354,567.3
46.38217,14.08022,566.9
46.382097,14.080096,566.8
46.382038,14.079952,566.9
46.381969,14.079722,567.1
46.381928,14.079565,567.4
46.38189,14.0794,568.2
46.381851,14.079242,569.0
46.381801,14.079088,569.6
46.381771,14.079014,569.8
46.381641,14.078841,569.8
46.381536,14.078743,569.4
46.381437,14.078629,569.1
46.381333,14.078523,568.6
46.381229,14.078415,568.0
46.38113,14.078306,567.6
46.381034,14.078199,567.3
46.380939,14.078098,566.9
46.380847,14.077993,566.7
46.380756,14.077886,566.6
46.380667,14.077785,566.4
46.380588,14.077681,566.4
46.380523,14.077573,566.4
46.380468,14.077458,566.6
46.380423,14.077327,566.9
46.380389,14.077188,567.1
46.380368,14.076981,567.6
46.38036,14.076844,567.9
46.380353,14.076709,568.3
46.380348,14.076576,568.7
46.380343,14.076445,569.0
46.380335,14.076312,569.3
46.380317,14.076182,569.7
46.380292,14.076054,570.1
46.380263,14.075927,570.4
46.380233,14.075803,570.7
46.380203,14.075679,570.9
46.380168,14.075552,571.0
46.380129,14.075426,571.1
46.380087,14.075298,571.2
46.380047,14.075175,571.3
46.380009,14.075054,571.5
46.379966,14.074929,571.6
46.379919,14.074804,571.7
46.379876,14.074683,571.8
46.379839,14.074563,572.0
46.379801,14.074436,571.8
46.379765,14.07431,571.6
46.379735,14.07418,571.5
46.379705,14.074053,571.4
46.379678,14.073927,571.4
46.379658,14.073803,571.4
46.37964,14.07368,571.8
46.379624,14.073561,572.4
46.379613,14.073446,573.2
46.379603,14.073333,573.9
46.379591,14.073217,574.6
46.379586,14.073107,575.5
46.379589,14.072998,576.4
46.379597,14.072886,577.6
46.37961,14.072778,579.0
46.379619,14.072659,580.4
46.379627,14.072546,581.7
46.379635,14.072443,582.9
46.379641,14.072342,584.0
46.379646,14.072236,585.2
46.379652,14.072127,586.4
46.379659,14.072021,587.4
46.379665,14.071917,588.2
46.37967,14.071815,588.9
46.379676,14.071714,589.7
46.379684,14.07161,590.5
46.379692,14.071501,591.4
46.3797,14.071395,592.2
46.379709,14.071294,593.0
46.379716,14.071189,593.7
46.379722,14.071079,594.1
46.379732,14.070972,594.7
46.379742,14.070863,595.2
46.379751,14.070755,595.7
46.379761,14.070647,596.2
46.379779,14.070543,596.9
46.379803,14.070443,597.5
46.379831,14.070345,598.4
46.37986,14.070248,599.3
46.379888,14.070146,600.2
46.379918,14.070047,601.1
46.379946,14.06995,601.9
46.379973,14.069853,602.7
46.380001,14.069756,603.6
46.380029,14.069661,604.4
46.380057,14.069562,605.2
46.380084,14.069464,605.9
46.38011,14.069365,606.6
46.380134,14.069269,607.2
46.380155,14.069171,607.8
46.380176,14.069073,608.4
46.380199,14.068972,609.0
46.380216,14.068873,609.6
46.380228,14.068771,610.1
46.380236,14.068667,610.5
46.380237,14.068566,610.7
46.380234,14.068458,610.9
46.38022,14.068355,611.1
46.380211,14.068255,611.2
46.380202,14.068153,611.4
46.380198,14.068042,611.6
46.38019,14.067921,611.8
46.380193,14.067797,612.3
46.380199,14.067672,612.7
46.380206,14.067548,613.2
46.380211,14.067423,613.6
46.380221,14.067283,614.2
46.380228,14.067144,614.7
46.380235,14.067004,615.3
46.380244,14.066868,616.1
46.38026,14.06674,616.9
46.380278,14.066614,617.6
46.380298,14.066489,618.3
46.380316,14.066364,619.1
46.380332,14.066242,619.7
46.380348,14.066123,620.2
46.380364,14.066001,620.7
46.380378,14.065876,621.2
46.380392,14.065753,621.7
46.380401,14.065635,622.1
46.3804,14.065529,622.5
46.380399,14.065423,622.9
46.380395,14.065321,623.6
46.380388,14.065219,624.3
46.380381,14.065118,625.0
46.380375,14.065017,625.7
46.380369,14.064917,626.4
46.380364,14.064821,627.0
46.38036,14.06473,627.7
46.380355,14.064634,628.3
46.380348,14.064541,629.0
46.380343,14.064448,629.7
46.380338,14.064355,630.4
46.380331,14.064262,631.2
46.380326,14.064173,631.9
46.380321,14.064087,632.6
46.380313,14.063994,633.4
46.380301,14.063894,634.2
46.380282,14.063788,635.2
46.38026,14.063677,635.7
46.380238,14.06357,636.0
46.380217,14.063467,636.3
46.380195,14.063362,636.6
46.380172,14.063254,637.0
46.380148,14.063134,637.4
46.380124,14.063007,637.9
46.3801,14.062874,638.2
46.380069,14.062732,637.9
46.380032,14.062589,637.7
46.379998,14.062439,637.3
46.379965,14.062287,636.9
46.379925,14.06213,636.4
46.379874,14.061967,635.9
46.379807,14.061805,635.6
46.379728,14.061631,635.4
46.37964,14.061457,635.3
46.379539,14.061295,635.2
46.37943,14.061142,635.1
46.379317,14.060992,635.4
46.379201,14.060844,635.9
46.379084,14.060694,636.5
46.378971,14.060545,637.4
46.378861,14.060399,638.3
46.378754,14.060253,638.8
46.378653,14.060111,638.7
46.378551,14.059974,638.7
46.378444,14.059848,638.7
46.378335,14.05974,638.7
46.378223,14.059653,638.7
46.378105,14.059587,638.8
46.377986,14.059521,638.7
46.37787,14.059456,638.5
46.377754,14.059393,638.3
46.377643,14.059326,638.2
46.377588,14.059287,638.1
46.377442,14.059127,638.0
46.377369,14.058978,638.1
46.377317,14.058805,638.2
46.377283,14.058626,637.9
46.377247,14.058349,637.5
46.377227,14.058172,637.3
46.377204,14.057995,637.3
46.37718,14.05782,637.6
46.377157,14.05764,638.3
46.377129,14.057458,639.1
46.37709,14.057284,640.4
46.377044,14.057115,641.2
46.376996,14.056946,641.1
46.376971,14.056863,640.9
46.376914,14.056611,640.3
46.376866,14.056442,639.9
46.376799,14.056265,639.4
46.376712,14.056084,638.6
46.376534,14.055831,637.6
46.376378,14.055706,637.5
46.376087,14.055441,637.0
46.375998,14.055244,637.6
46.375972,14.054999,638.3
46.376025,14.054759,638.7
46.376209,14.054656,638.0
46.376315,14.05465,637.5
46.376634,14.054668,635.5
46.376842,14.054729,634.2
46.376944,14.054781,633.6
46.377044,14.054843,632.9
46.377143,14.05491,632.2
46.377239,14.054984,631.2
46.377329,14.055061,630.2
46.377518,14.055154,627.9
46.377613,14.055149,627.0
46.3777,14.055107,626.4
46.377782,14.055031,626.3
46.377857,14.05494,626.6
46.377929,14.054843,627.1
46.378068,14.054656,627.7
46.378138,14.05457,627.6
46.378205,14.054486,626.9
46.378267,14.054407,626.2
46.378375,14.054273,624.8
46.37846,14.054166,623.7
46.378534,14.054029,622.5
46.378554,14.053891,622.0
46.378558,14.053655,622.1
46.378554,14.053496,622.7
46.378563,14.053353,623.1
46.378572,14.053286,623.2
46.378619,14.053104,622.9
46.378653,14.052983,622.7
46.378686,14.052855,622.5
46.378717,14.052721,622.4
46.378744,14.052578,622.3
46.378768,14.052436,623.1
46.378797,14.052305,624.1
46.378825,14.052181,624.9
46.37886,14.052063,625.7
46.378898,14.051947,626.5
46.378942,14.051833,627.0
46.378995,14.051719,627.3
46.379053,14.051608,627.2
46.379123,14.051507,626.7
46.379196,14.05141,625.8
46.379274,14.051314,624.3
46.379357,14.051208,622.9
46.379443,14.051089,622.2
46.379535,14.050959,621.3
46.379586,14.050894,620.9
46.379777,14.050727,623.3
46.379919,14.050657,624.3
46.380057,14.050609,625.0
46.380266,14.050486,624.7
46.380394,14.050358,624.2
46.380564,14.050117,626.1
46.38066,14.04994,626.6
46.38075,14.049755,626.3
46.380837,14.049571,625.6
46.38092,14.049387,626.7
46.381004,14.049207,627.6
46.381087,14.049041,628.3
46.381163,14.048888,628.8
46.381242,14.048747,629.1
46.381319,14.048609,630.8
46.381396,14.048478,632.3
46.381477,14.048352,633.3
46.381555,14.048222,633.9
46.381629,14.048077,634.2
46.381702,14.047937,634.0
46.381741,14.047875,633.6
46.381844,14.047651,632.0
46.381907,14.047506,630.7
46.38197,14.047353,629.2
46.382023,14.047189,627.5
46.382074,14.047025,626.0
46.382096,14.046945,626.0
46.382124,14.046679,625.7
46.382131,14.046494,625.2
46.382161,14.046315,624.9
46.38219,14.04623,625.0
46.382294,14.045996,626.4
46.382362,14.045839,627.0
46.38239,14.045756,627.2
46.382433,14.045582,627.5
46.382474,14.045315,627.2
46.382501,14.045139,626.7
46.382533,14.044962,626.0
46.382577,14.04479,625.3
46.382623,14.044618,624.5
46.382678,14.044452,624.1
46.38274,14.044296,623.8
46.382809,14.044142,623.4
46.382881,14.043986,623.1
46.382957,14.043828,623.1
46.383036,14.04367,623.5
46.383109,14.043511,623.9
46.38318,14.043352,624.3
46.383253,14.043194,624.6
46.383323,14.043035,624.9
46.383391,14.042877,625.1
46.383459,14.042716,625.4
46.383528,14.042554,625.7
46.383595,14.042393,626.0
46.38366,14.042232,626.4
46.383726,14.042072,626.9
46.38379,14.041909,627.4
46.383822,14.041829,627.7
46.383913,14.041579,628.4
46.383977,14.041413,628.9
46.384032,14.041244,629.4
46.384077,14.041067,629.6
46.384107,14.040883,629.8
46.384129,14.040698,629.9
46.384145,14.040511,629.9
46.384162,14.040323,630.0
46.384192,14.040131,630.2
46.384241,14.039929,630.4
46.384356,14.039639,630.7
46.384455,14.039455,631.3
46.384547,14.039269,632.1
46.384634,14.039084,633.0
46.384721,14.038902,633.8
46.384815,14.038729,634.0
46.384903,14.038558,634.2
46.385057,14.038327,634.5
46.385158,14.038165,634.7
46.38525,14.037993,634.9
46.385337,14.037804,634.9
46.385405,14.037487,634.5
46.385391,14.037274,634.2
46.385336,14.037076,634.0
46.385232,14.036798,633.5
46.385157,14.036619,633.4
46.385076,14.03644,633.4
46.384996,14.036259,633.5
46.384922,14.036079,634.0
46.384848,14.035895,634.5
46.384777,14.035715,634.9
46.384706,14.03542,635.6
46.384698,14.035215,636.3
46.384721,14.035014,636.9
46.384763,14.03473,637.6
46.384774,14.034549,638.4
46.384774,14.034369,639.8
46.384767,14.034187,641.3
46.384757,14.034002,642.9
46.384751,14.033812,644.5
46.384746,14.033622,645.5
46.38474,14.033438,646.2
46.38474,14.033257,646.8
46.384741,14.033075,647.5
46.38475,14.032884,648.2
46.384787,14.032679,649.0
46.384831,14.032475,649.5
46.384884,14.03228,649.5
46.384939,14.032082,649.2
46.384992,14.031891,648.9
46.385034,14.031694,648.6
46.385052,14.031595,648.5
46.385146,14.031348,646.6
46.38519,14.031287,645.5
46.38532,14.031126,643.2
46.385404,14.031021,641.6
46.38549,14.030914,642.4
46.385592,14.03081,643.2
46.385705,14.030716,643.4
46.385822,14.030612,642.9
46.385941,14.030518,641.8
46.386063,14.030422,640.1
46.386122,14.030366,639.4
46.386284,14.030178,638.9
46.386409,14.029948,641.4
46.386491,14.029783,642.2
46.386577,14.029508,642.4
46.386634,14.029327,643.1
46.386693,14.029154,643.4
46.386752,14.028985,643.3
46.386813,14.028817,642.9
46.386948,14.028627,643.6
46.387067,14.028561,643.9
46.387231,14.028496,646.3
46.387335,14.028451,647.8
46.387439,14.028415,649.0
46.387576,14.02835,650.2
46.387622,14.02833,650.5
46.387744,14.028249,650.9
46.387834,14.028186,650.9
46.38795,14.028082,650.6
46.38803,14.028004,651.0
46.388068,14.027964,650.9
46.38817,14.027835,651.4
46.388226,14.02775,651.9
46.3883,14.027598,652.3
46.388326,14.027548,652.4
46.388363,14.027442,652.3
46.388394,14.027274,651.9
46.388408,14.027164,651.5
46.388415,14.027052,651.5
46.388409,14.026959,652.5
46.388409,14.026876,653.4
46.388411,14.026791,654.3
46.388407,14.026717,655.0
46.38841,14.026636,656.0
46.388423,14.026543,657.1
46.388451,14.026455,658.4
46.388476,14.02637,659.7
46.388512,14.026295,661.1
46.388547,14.026217,662.1
46.388591,14.026148,662.9
46.388631,14.026075,663.5
46.388676,14.026006,664.1
46.38872,14.025939,664.6
46.388768,14.02588,665.0
46.388824,14.025816,664.9
46.388893,14.025757,664.8
46.388962,14.025691,664.7
46.389036,14.025627,664.6
46.389104,14.025552,664.5
46.389172,14.025462,664.5
46.389231,14.02536,664.1
46.38929,14.02525,663.3
46.389338,14.025135,662.5
46.389386,14.025016,661.6
46.389449,14.024899,660.6
46.389568,14.02475,659.2
46.389667,14.024675,659.1
46.389774,14.024618,659.2
46.389831,14.0246,659.3
46.390034,14.0245,660.0
46.390118,14.024405,660.0
46.390243,14.024233,659.4
46.39032,14.024111,658.7
46.390391,14.023995,657.8
46.390463,14.023869,657.5
46.390531,14.02374,657.5
46.390598,14.023615,658.5
46.390659,14.023484,659.3
46.39076,14.023297,660.6
46.390821,14.02317,661.4
46.390909,14.022967,662.3
46.390966,14.022832,663.1
46.391026,14.022697,663.9
46.391087,14.02256,664.7
46.391148,14.02242,665.3
46.391209,14.022279,665.7
46.39127,14.022138,666.2
46.391334,14.021996,667.2
46.391401,14.021853,668.1
46.391469,14.021712,668.9
46.391541,14.021572,669.6
46.391607,14.021432,670.2
46.391677,14.021295,670.6
46.391746,14.021155,670.9
46.391819,14.02102,671.3
46.391894,14.020892,671.8
46.391969,14.020766,672.2
46.39204,14.020641,672.7
46.392079,14.02058,673.0
46.392193,14.02039,673.7
46.39226,14.020268,673.7
46.392332,14.020151,673.7
46.392401,14.02004,673.8
46.392472,14.019932,673.8
46.392554,14.019813,673.8
46.392631,14.019695,673.8
46.3927,14.019569,673.7
46.392767,14.019449,673.8
46.392798,14.019389,673.8
46.392891,14.019196,673.5
46.392952,14.019066,673.6
46.393032,14.018859,673.9
46.393087,14.018726,674.1
46.39314,14.018588,675.2
46.393193,14.018454,676.0
46.393245,14.018331,676.6
46.393298,14.01821,676.9
46.393359,14.018095,677.0
46.393431,14.017993,676.9
46.393556,14.017866,676.3
46.393646,14.017782,675.8
46.393735,14.017692,675.5
46.393819,14.017593,676.5
46.393897,14.017487,677.4
46.394004,14.017312,677.9
46.394069,14.017195,677.7
46.394132,14.017085,677.2
46.394209,14.016893,677.1
46.394227,14.016824,677.0
46.394272,14.016615,676.6
46.394296,14.016474,676.4
46.394313,14.016329,676.0
46.394326,14.016183,675.7
46.394336,14.016039,675.2
46.39435,14.015899,674.9
46.394368,14.015758,674.6
46.394391,14.015617,674.5
46.394418,14.015475,674.4
46.394442,14.015329,674.6
46.39446,14.01518,674.9
46.394469,14.015025,675.1
46.394475,14.01487,675.2
46.39448,14.014715,675.3
46.394486,14.014555,675.2
46.394491,14.014392,674.6
46.3945,14.014232,674.1
46.394505,14.014069,673.4
46.394518,14.013907,672.9
46.394533,14.013737,672.3
46.394555,14.013564,671.4
46.394573,14.013394,670.4
46.394606,14.013208,669.6
46.394645,14.012985,668.7
46.394661,14.012711,668.1
46.39468,14.012345,668.0
46.394714,14.011951,668.6
46.394727,14.011705,669.6
46.394724,14.011583,670.0
46.394725,14.011189,671.3
46.394717,14.010958,672.2
46.394721,14.010712,673.3
46.394733,14.010456,674.8
46.394747,14.010226,675.1
46.394779,14.010007,675.7
46.394801,14.009772,675.9
46.394846,14.009505,677.3
46.394883,14.009264,679.6
46.394911,14.008921,682.2
46.394933,14.008703,683.4
46.394942,14.008513,682.5
46.394952,14.008334,681.6
46.394958,14.008154,680.6
46.394971,14.007986,679.6
46.394967,14.007915,679.1
46.394987,14.007701,679.3
46.395013,14.007547,679.4
46.395028,14.00748,679.4
46.395073,14.007266,679.3
46.39511,14.0072,679.2
46.395204,14.006955,679.2
46.395265,14.00679,679.3
46.395312,14.00661,679.4
46.395342,14.006428,679.4
46.395381,14.006255,679.2
46.395431,14.006096,678.9
46.395464,14.006022,679.4
46.395572,14.005836,680.7
46.395608,14.00579,681.1
46.395733,14.005609,682.0
46.395819,14.005483,682.3
46.395936,14.005381,682.7
46.396054,14.005168,680.5
46.396148,14.004902,676.9
46.396223,14.004717,674.2
46.396286,14.004527,673.1
46.396322,14.004433,673.9
46.396429,14.004115,675.4
46.396489,14.003899,675.5
46.396546,14.003684,675.4
46.396722,14.003379,677.0
46.396801,14.00317,676.5
46.396879,14.002801,674.2
46.3969,14.002676,673.4
46.396968,14.002427,671.8
46.397163,14.002129,670.6
46.397256,14.00205,671.2
46.3975,14.001815,673.9
46.397674,14.001643,675.3
46.397754,14.001565,675.9
46.397839,14.001488,676.4
46.397919,14.001415,676.8
46.398001,14.001347,676.7
46.398076,14.001282,676.1
46.398148,14.001227,675.8
46.39823,14.001178,675.8
46.398468,14.001104,675.4
46.398618,14.001096,675.1
46.39875,14.001094,674.8
46.398871,14.001089,675.8
46.398985,14.001087,676.8
46.399111,14.001091,677.9
46.399271,14.001089,679.2
46.399384,14.001082,680.1
46.399473,14.00107,680.7
46.399544,14.001064,681.2
46.399677,14.001039,681.4
46.399778,14.001022,681.4
46.399874,14.001008,681.4
46.399961,14.000989,681.3
46.400065,14.000978,681.4
46.400227,14.001018,682.4
46.400377,14.001118,684.5
46.400463,14.001201,685.9
46.40056,14.001265,686.7
46.400665,14.001305,687.6
46.40077,14.001328,687.8
46.400947,14.001336,686.8
46.401007,14.001337,686.4
46.401201,14.001318,684.4
46.401369,14.001279,682.5
46.401491,14.001252,681.5
46.401617,14.001246,681.1
46.401809,14.001289,681.2
46.401934,14.001363,681.6
46.402096,14.001499,681.8
46.402192,14.001586,682.5
46.402291,14.001664,683.1
46.402383,14.001743,683.6
46.402427,14.001787,683.8
46.402569,14.001901,684.2
46.402664,14.001976,684.3
46.402806,14.002069,684.2
46.402943,14.002128,684.6
46.403038,14.00215,685.1
46.403185,14.002127,685.0
46.403277,14.002087,684.5
46.403463,14.001985,684.3
46.403511,14.001941,684.2
46.403655,14.001831,683.8
46.403761,14.001759,683.6
46.403909,14.001615,684.1
46.403964,14.001545,684.0
46.40406,14.001427,683.5
